id;cat;pages;Incipit principal ou premier;incipit français;article et notes sur les sources;auteur de la musique IDENTIFIANT Nathalie : remplacer directement par l'id de Directus OK;auteur de la musique LABEL;lieux concernés Nathalie : vérifier la correspondance avec le thésaurus;TITRES propres. Anne: OK orthographe normalisée;´MOTS-CLEFS. Anne: OK;genre poétique;genre mus. Anne: OK;auteur texte IDENTIFIANT Nathalie : normalisation avec Directus OK;auteur texte LABEL ;Notes éditoriales. (à ne pas exporter dans la TEI). Revues  ANNE  : OK NATH: EST-CE QUE TOUTES LES NOTES FIGURENT ICI OU CERTAINES DIRECTEMENT DANS LA TEI ?;Articles liés ajouter les commentaires qui manquent (là où figurent des id);notes sur la musique (tonalité, chiffre de mesure, nbre de mesures, forme). Anne: OK;Tonalité. Anne: OK;forme musicale. Anne: OK;Formes poétiques (fixes) ou description formelle;code incipit musical. Anne: OK;Interprète [de la pièce musicale] Nath : vérifier concordance avec Opentheso;effectif musical;Notes effectifs musicaux;personnes mentionnées (Nath : vérifier concordance et indexation avec Personnes;Numéros de catalogue d'auteur ou Concordances poétiques. Anne: OK;Numéros de catalogue d'auteur ou concordances musicales. Anne: OK;autres sources Vérification par Anne et Nathalie;Institutions mentionnées ;Corporations mentionnées ;Œuvres citées
1709-06_321;1709.06.01;321-322;VOUS M'AIMEZ QUE DE VOUS IL M'EST DOUX DE L'ENTENDRE;Vous m'aimez que de vous il m'est doux de l'entendre;air gravé inséré entre les pages 322 et 323 « Je crois ne pouvoir mieux placer la Chanson suivante, qu'aprés l'Article que vous venez de lire, quoy qu'elle n'ait pas esté faite à l'occasion du mariage dont je viens de parler. AIR NOUVEAU. Vous m'aimez, que de vous il m'est doux de l'entendre, Que jamais vôtre coeur ne change cher Tircis, Qu'il soit aussi constant que tendre, L'Amour tient rarement tous ce qu'il a promis : Brûlons, brûlons de feux que rien ne puisse éteindre, L'Amour contre l'Hymen doit-il me rassurer, L'un me fait tout esperer, Et l'autre me fait tout craindre. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;La Majeur, 3/2 et 2 en alternance, 28 mesures, forme binaire.;La Majeur;binaire;;34 257 164 2171 77;;ut1/bc;;;;;;;;
1709-06_359;1709.06.02;359-360;PLUS JE BOIS PLUS J'AI SOIF PLUS J'AI SOIF PLUS JE BOIS;Plus je bois plus j'ai soif plus j'ai soif plus je bois;air gravé inséré entre les pages 358 et 359 « L'Air qui suit est icy fort à la mode malgré la Saison. AIR NOUVEAU. Plus je bois, plus j'ay soif, plus j'ay soif, plus je bois, Sans cesse je remplis, & je vuide ma pinte, Versez, versez, Amis, versez sans crainte, Buvons & rebuvons cent fois, Plus je bois, plus j'ay soif, plus j'ay soif, plus je bois. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air à boire;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Ut Majeur, ¢, 20 mesures, forme rondeau.;"Ut Majeur ;";rondeau;rondeau ;1231 562 75654 3;;fa3;;;Meslanges de musique latine, françoise et italienne (Ballard, 1725), p. 32-33 (musique anonyme).;;;;;
1709-07_237;1709.07.01;237-238;PLUS JE VOUS VOIS PLUS JE VOUS AIME;Plus je vous vois plus je vous aime;air gravé inséré entre les pages 238 et 239 « Vous donnerez telle aplication que vous voudrez à la Chanson suivante, il seroit avantageux que l'époux dît toujours le premier vers à son épouse. AIR NOUVEAU. Plus je vous vois, plus je vous aime, Rien n'est égal à mon ardeur. Helas ! que n'êtes vous de même Que ne fixez vous vostre coeur. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;madrigal ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Ut Majeur, 3, 16 mesures, forme binaire.;"Ut Majeur ;";binaire;;151 7 123 22316;;ut1/bc;;;"RASB 1709-11 p. 218 (sous le titre d'« AIR SERIEUX, DE M. B****** ». Variante : « Iris » à la place de « Helas ») ;";;;;;
1709-07_395;1709.07.02;395;AMOUR DE TES DANGEREUX TRAITS;Amour de tes dangereux traits;air gravé inséré entre les pages 394 et 395 « Je vous envoye une Chanson nouvelle. AIR NOUVEAU. Amour, de tes dangereux traits, Ne me prepares point l'atteinte trop cruelle : Tu ne te plaîts qu'à faire un infidelle, Et mon coeur s'il aimoit ne le seroit jamais. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;madrigal;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3, 24 mesures, forme binaire.;"ré mineur ;";binaire;;1,11E+12;;ut1/bc;;;;;;;;
1709-08_264;1709.08.01;264-265;TOUT LANGUIT TOUT GÉMIT BACCHUS SOUS TON EMPIRE;Tout languit tout gémit Bacchus sous ton empire;"air gravé inséré entre les pages 264 et 265 « Pendant que ces nouveaux époux jouïssent des douceurs d'un Mariage si bien assorty, la calamité publique a fait faire la Chanson suivante ; mais comme on ne sent pas vivement les mal heurs dont on ne parle qu'en chantant, & que les Chansons sont toujours bien placées à la suite des Mariages, je vous en envoye une toute nouvelle. AIR NOUVEAU. Tout languit, tout gemit, Bacchus sous ton Empire, On y doute aujourd'huy de ton pouvoir divin ; Eh comment pourroit on y rire Puisque l'on y manque de vin ? »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air à boire;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;la mineur, 3, 20 mesures, forme binaire.;la mineur;binaire;;15 432 321 712 75;;ut1,fa4;;;;;;;;
1709-08_346;1709.08.02;346;BACCHUS N'ÉTANT PLUS À LA MODE;Bacchus n'étant plus à la mode;air gravé inséré entre les pages 346 et 347 « Je vous envoye une Chanson nouvelle dont voicy les paroles. AIR NOUVEAU. Bacchus n'estant plus à la mode Croit-on que Venus Quoy que Déesse fort commode Ait le dessus ? Abus : Sine Baccho, friget Venus. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air à boire;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Ut Majeur, C puis 3/8 , 30 mesures, forme binaire.;"Ut Majeur ;";binaire;;1 134 255 115;;fa3;;;;;;;;
1709-09_395;1709.09.01;395-396;VOUS ME PARLEZ TOUJOURS D'IRIS;Vous me parlez toujours d'Iris;air gravé inséré entre les pages 394 et 395 « Cette Lettre estant toute extraordinaire, & ne parlant presque que de guerre, ce qui m'a obligé de remettre à un autre temps les Articles dont elle est ordinairement composée, je n'ay pu encore trouver de place, pour y mettre l'une des deux Chansons que je vous envoye chaque mois. Celle qui suit est d'une Dame qui a fait plusieurs Ouvrages d'un grand éclat, & qui ont eu un tres-grand succés dans le monde. AIR NOUVEAU. Vous me parlez toûjours d'Iris, En seriez-vous encore épris, Expliquez-vous, qu'en dois-je croire ? Rien ne peut calmer ma frayeur, Iris est dans vostre memoire, N'est-elle point dans vostre coeur ? »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;annonce éditoriale;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, 3, 17 mesures, forme binaire.;"sol mineur ;";binaire;;1 543212 73 45;;ut1/bc;;;"RASB-1709-03 p. 52 (musique de La Barre,) ;";;;;;
1709-09_400;1709.09.02;400;TIRCIS JE LE CONNAIS VOUS N'ÊTES POINT SINCÈRE;Tircis je le connais vous n'êtes point sincère;air gravé inséré entre les pages 400 et 401 « AIR NOUVEAU. Tircis, je le connois, vous n'étes point sincere, En vain vous m'assurez d'une fidelle ardeur : Contentez-vous, helas ! d'avoir trop sçû me plaire Ne venez plus troubler ma raison ni mon coeur. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;;;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Ut Majeur, 3, 17 mesures, forme binaire.;"Ut Majeur ;";binaire;;151 232 675 123;;sol2/bc;;;"RASB-1695-01 p. 20-21 ;";;;;;
1709-10_363;1709.10.02;363-364;POURQUOI SOUPIRER SANS CESSE;Pourquoi soupirer sans cesse;air gravé inséré entre les pages 364 et 365 « Je vous envoye une Chanson nouvelle. Les paroles ont esté Notées par une personne dont la Musique toûjours eu le bonheur de vous plaire. AIR NOUVEAU. Pourquoy soupirer sans cesse, Pourquoy tant de langueur : pourquoy tant de tristesse, De voir finir la saison des beaux jours : Il ne m'importe guere Qu'ils soient longs ou qu'ils soient courts, Pourvû que je les passe auprés de ma Bergere. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;automne;poésie de saison ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;la mineur, 3, 23 mesures, forme binaire.;la mineur;binaire;;1 523 171 772 31;;ut1/bc;;;;;;;;
1709-12_323;1709.12.01;323-325;PUISQUE L'HIVER A FAIT POSER LES ARMES;Puisque l'hiver a fait poser les armes;air gravé inséré entre les pages 324 et 325 « Rien n'estant plus agreable que la varieté, & estant fort à souhaiter dans mes Lettres, je passe à des Articles bien diferens de celuy que vous venez de lire. AIR NOUVEAU. Puisque l'hyver a fait poser les Armes, Banissons le chagrin La crainte & les alarmes : Bûvons (1) qu'on nous verse du vin, N'avons-nous pas assez versé de larmes ? Versez Laquais vesez, Quand on a passé la Campagne, Sans goûter le vin de Champagne, L'on n'en peut jamais boire assez. Versez versez tout plein Puisque l'hyver a fait poser les Armes, Banissons le chagrin La crainte & les alarmes : Bûvons, qu'on nous verse du vin, N'avons-nous pas assez versé de larmes ? » (1) La source musicale ajoute « ici ».;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;hiver;poésie de saison;air à boire;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Ut Majeur, C et 3 en alternance, 37 mesures, forme rondeau.;"Ut Majeur ;";rondeau;;11511 234531 3;;sol2;;;;;;;;
1709-12_329;1709.12.02;329-330;RECEVEZ MON COEUR POUR ÉTRENNES;Recevez mon coeur pour étrennes;air gravé inséré entre les pages 328 et 329 « La Chanson qui suit est de Saison. AIR NOUVEAU. Recevez mon Coeur pour Etrennes, Adorable objet de mes feux Et pour me donner les miennes Repondez à mes voeux, Et l'Amour fera deux heureux. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;étrennes;madrigal ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3, 18 mesures, forme binaire.;"ré mineur ;";binaire;;321 71 23 22 321;;sol2/bc;;;;;;;;
1710-04_167;1710.04.01;167-169;QUOI DANS NOS CHAMPS TOUT RENOUVELLE;Quoi dans nos champs tout renouvelle;air gravé inséré entre les pages 168 et 169 « Je crois que je ne fermeray pas ma Lettre sans y ajoûter de nouvelles Prises, & de nouvelles Expeditions de Mer, la Marine de France ne laissant presque pas passer un jour sans se signaler. Cependant, pour observer la diversité que vous me demandez, & qui vous fait tant de plaisir, je passe à un Printemps nouveau, les Printemps estant tous les ans aussi ordinaires que souhaitez en ce temps-cy. AIR NOUVEAU. Quoy ? dans nos champs tout renouvelle, Et le Berger qui venoit tous les ans M'annoncer le Printemps, Ne revient point parler d'une Saison si belle : Peut-estre que l'Ingrat est devenu leger Ah ! pourquoy faut-il que je l'aime Je le devrois changer Dans ma douleur estrême Et je mourray sans me vanger. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;printemps;poésie de saison;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, 3, 30 mesures, forme binaire.;"sol mineur ;";binaire;;512 3345 22 345 6;;ut1/bc;;;"LADDA 1684-30 ;";;;;;
1710-04_346;1710.04.02;346-347;L'HEUREUX PRINTEMPS EST DE RETOUR;L'heureux printemps est de retour;"air gravé inséré entre les pages 346 et 347 « Voicy encore un Printemps nouveau. AIR NOUVEAU. L'heureux Printemps est de retour, Sa douceur inspire l'amour ; Son émail enrichit nos vergers & nos plaines : Mais tant de beautez tant d'appas, Peuvent-ils soulager mes peines ; Si mon Iris ne m'aime pas. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;"réutilisation d'un poème ; printemps";poésie de saison;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;X;Sol Majeur, ¢ et 3/2 en alternance, 18 mesures, forme binaire.;"Sol Majeur ;";binaire;;512 3134 515 65434 3;;ut1/bc;;;"LADDA 1679-07 (musique anonyme) ; MG-1709-03_345 (musique anonyme) ;";;;;;
1710-05_206;1710.05.01;206-207;NE CRAIGNONS PLUS POUR LE JUS DE LA TONNE;Ne craignons plus pour le jus de la tonne;air gravé inséré entre les pages 206 et 207 « L'Amour & le Vin s'accommodent bien ensemble, puisque l'on dit ordinairement, sine Baccho friget Venus. C'est pourquoy je crois ne pouvoir mieux placer qu'icy la Chanson suivante. AIR NOUVEAU. Ne craignons plus pour le Jus de la Tonne, La Vendange sera bonne : Et par une insigne faveur Nous n'en aurons que la peur. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;automne;poésie de saison ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Ut Majeur, C, 11 mesures, forme binaire.;"Ut Majeur ;";binaire;;115 112334 55;;fa3;;;;;;;;
1710-05_270;1710.05.02;270-271;QUE LA RÉCOLTE SERA BELLE;Que la récolte sera belle;air gravé inséré entre les pages 270 et 271 « Je vous envoye une Chanson nouvelle. AIR NOUVEAU. Que la recolte sera belle ! Et que nous devons à Cybelle, Qui nous prepare avec profusion Tout ce que peut produire une riche Moisson. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;AIR NOUVEAU;été ;poésie de saison;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, ¢, 13 mesures, forme binaire.;"sol mineur ;";binaire;;3231234 51;;ut1;;;;;;;;
1715-04_267;1715.04.01;267-271;De Paris jusqu'au Mississipi;De Paris jusqu'au Mississipi Le coeur n'a ni quartier ni répit Le blanc si fin qui naît dans l'épi Dame Vénus a beaucoup glapit;"air gravé inséré entre les pages 268 et 269. « AUTRE HISTOIRE plus courte que la precedente. Mademoiselle Pipi, jeune, belle & bien faite, estant il y a quelques jours à Paris, où elle est encore, y fut aimée d'un beau Jouvenceau qui charmé de ses doux attraits, dont il s'enyvre tous les jours, luy promit de lui donner la plus grande preuve d'amour qu'un Amant puisse donner à sa belle, il luy jura de l'aimer jusqu'au tombeau, mais ce serment n'est souvent qu'une bagatelle, aussi ne s'en contenta-t'elle pas, il luy parla de Mariage en termes assez pressants, il est riche, elle n'est que belle, elle l'écouta, cela est dans la regle ; mais elle ne se rendit pas pour cela. L'Amant desesperé de ses rigueurs luy promit enfin d'immortaliser son Nom, il le fit, ou crut le faire par cette chanson qu'il luy envoya, & qu'elle m'a renvoyée. Sa vanité en fut flattée, elle se rendit, ou au moins elle est, dit-on, preste à se rendre. Jugez, Messieurs, si la chose en vaut la peine. CHANSON. De Paris jusqu'au Misisipi, Est-il rien qui charme autant que Pipi, Lorsque l'Amour se sent assoupi, Pour se reveiller il va voir Pipi ; Elle le tente, Elle l'enchante, Pour peu qu'il sente, Sa flamme lente, Pour se reveiller il va voir Pipi. Dame Venus a beaucoup glapi, De puis que son Fils frequente pipi, Dans ses beaux yeux en secret tapi, Il fait sur Venus triompher pipi. Toujours chez elle, Grace nouvelle, Et l'immortelle, En a dans l'aisle, Il faut sur Venus triompher pipi. Le blanc si fin qui naist dans l'Epi, Le cede en blancheur au teint de pipi : Le lait, l'oeuf frais, la pomme d'Api, Perdent leur couleur auprès de Pipi, Le jasmin mesme, Y paroist blesme, Le Lys, la Rose, A peine éclose, Perdent leurs couleurs auprès de pipi. Le coeur n'a ni quartier, ni repi, Quand les yeux on vû l'aimable Pipi ; Chez la Guerbois, ni chez la Crespy, Non rien ne ragouste autant que Pipi ; Perdrix, Poularde, Faisans, Outarde, Soit qu'on les barde, Ou qu'on les larde, Non, rien ne ragouste autant que Pipi. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;CHANSON;"sociabilité musicale ; histoire";;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Ut Majeur, 6/8, 20 mesures, forme binaire.;"Ut Majeur ;";binaire;;512 32155 5;;sol1;;;;;;;;
1715-05_274;1715.05.01;274-276;Habitants de ces bois chantez sans craindre;Habitants de ces bois chantez sans craindre;"air gravé inséré entre les pages 274 et 275. « Ceux qui n'aiment point à faire des reflexions inutiles, ne s'aviseront point de chercher des ressemblances dans les personnages de cette histoire ; au contraire ils me sçauront gré du soin que je prends de les faire passer à propos à quelque chose qui puisse les amuser d'une façon cent fois plus agréable, que ne pourroient être tous les creux raisonnemens du monde. Ma Chanson d'abord vient à mon dessein. CHANSON. Habitans de ces bois, chantez, chantez, sans craindre Que j'envie aujourd'huy vos plaisirs les plus doux, L'Amour vous rend heureux, je n'en suis point jaloux : Petits oyseaux, j'aurois tort de me plaindre, Puisque je suis aussi content que vous. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;CHANSON;;madrigal ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;La Majeur, 3, 22 mesures, forme binaire.;La Majeur;binaire;;12 321 5 345 65 43;;ut1;;;;;;;;
1715-06_291;1715.06.01;291-293;Un berger discret et tendre;Un berger discret et tendre Usez mieux jeune bergère Profitez de la jeunesse;"air gravé inséré entre les pages 292 et 293. « Je ne sçay, Madame, si je suis maintenant quitte avec vous, de l'indulgence que vous avez euë pour moi, & je vous trouve bien heureuse, si je ne vous ay pas impatienté plus d'une fois. Mais je suis encore, dites-vous, à vôtre discretion, & vous prétendez que je vous paye d'une façon, ou d'une autre, tout ce que vous m'avez gagné. Rendez moy solvable, & je vous payerai comptant. La monnoye des Auteurs est à peu prés comme celle des Singes, les uns payent souvent en sotises, & les autres en gambades. De quelle façon en voulez vous ? je vous entends ; vous me demandez une Chanson, deux Enigmes, & un Compliment. Soit. Vous allez être servie sans délay. CHANSON. Un Berger discret & tendre Qui soupire nuit & jour, Iris, voudroit vous apprendre Les doux mysteres d'amour ; Mais il faut un coeur docile Pour écouter ses leçons ; Que son soin est inutile, Vous les traitez de Chansons. Usez mieux jeune Bergere Du pouvoir de vos beaux ans, A la beauté passagere L'Amour n'accorde qu'un tems. Craignez ce Dieu redoutable, Un jour il se vangera, Et vous serez moins aimable, Quand vôtre coeur aimera. Profitez de la jeunesse Qui fait naistre les desirs, Elle insipire la tendresse, C'est le printemps des plaisirs. Que vous sert d'être severe ? Il est doux de s'enflâmer, Quand on est faite pour plaire, On est faite pour aimer. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;"CHANSON : gavotte ;";printemps;"idylle ; poésie de saison ";"air ; gavotte vocale ;";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, ¢, 16 mesures, forme binaire avec petite reprise. L'indication « gavotte » figure au départ de la musique.;"ré mineur ;";binaire;;15 6432 31;;sol2;;;;;;;;
1715-08_286;1715.08.01;286-288;Une timide bergère;Une timide bergère Oui mon coeur vous en assure;air gravé inséré entre les pages 286 et 287. « Monsieur, pendant que vous vous amusez à lire des Sonnets, d'autres pourront aimer mieux chanter ma Chanson. Il faut contenter tout le monde. CHANSON. Une timide Bergere Mais sensible au jeu d'amour, Au fond d'un bois solitaire Chantoit ainsi l'autre jour : Quel plaisir pour les fillettes, Avec un tendre Berger, Si l'on pouvoit sans danger Se laisser, se laisser conter fleurettes. Oüy, mon coeur vous en assûre Colin commande aux amours Par un baiser je vous jure Qu'ils m'obéïssent toûjours. Quel plaisir pour les fillettes Avec un prudent Berger Si l'on pouvoit sans danger Se laisser, se laisser conter fleurettes. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;CHANSON;;"idylle ; églogue";air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3, 21 mesures, forme binaire.;"ré mineur ;";binaire;;156 432 31 56 7512 7;;sol2;;;;;;;;
1716-04_262;1716.04.01;262-263;Régnez charmant printemps ranimez la nature;Régnez charmant printemps ranimez la nature;"air gravé inséré entre les pages 262 et 263. « Voicy un article d'émulation pour vous, Mademoiselle ; c'est une Chanson, dont l'air & les paroles sont de la composition d'une jeune Demoiselle qui a beaucoup de merite, d'esprit, & un goût singulier pour la musique. PRINTEMS. Regnez charmant Printems, ranimez la nature Ramenez les plaisirs, les amours & les jeux, Faites briller les fleurs & la verdure, Redoublez les concerts des oyseaux amoureux ; Et vous jeune Zephir, fidele Amant de Flore, Venez du tendre amour suivre les douces Loix, Hâtez-vous d'embellir nos Jardins & nos Bois, Mais n'y revenez point sans l'objet que j'adore. »";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;PRINTEMPS;"disposition pour la musique ; ";"madrigal ; printemps";air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Ut Majeur, 3 et 2 en alternance, 34 mesures, forme binaire.;"Ut Majeur ;";binaire;;1 524321 755 234 3;;sol2;;;;;;;;
1716-07_241;1716.07.01;241-242;Iris devait m'aimer d'une ardeur éternelle;Iris devait m'aimer d'une ardeur éternelle;air gravé inséré entre les pages 240 et 241. « Voicy une place qui paroît faite exprés pour ma Chanson. CHANSON. Iris devoit m'aimer d'une amour (1) éternelle, Mais malgré ses sermens d'estre à jamais (2) fidele, La parjure a manqué de foy. Que c'est une peine cruelle, Quand son coeur est changé pour moy, De sentir que le mien brûlé toûjours pour elle. Les Paroles & la Musique de cette Chanson, sont de l'Auteur du Songe & du Bouquet. » (1) « ardeur » dans la source musicale. (2) « toûjours » dans la source musicale.;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;CHANSON;"réutilisation d'un poème ;";élégie;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;Les deux poèmes mentionnés par Dufresny sont publiés anonymement dans la même livraison (p. 158-169).;X;ré mineur, ¢, 22 mesures, forme binaire.;"ré mineur ;";binaire;;5 123217 112 325 31;;ut1;;;;;;;;
1716-10_274;1716.10.01;274 et 280-281;Cessez de vous flatter d'une vaine espérance;Cessez de vous flatter d'une vaine espérance Cessez de vous piquer d'une fausse constance;air gravé inséré entre les pages 280 et 281. « Pour vous maintenir en belle humeur, autant que faire se pourra, le reste de ce Volume va être assaisonné de Vers jolis & de lolis Vers, d'une Chanson gentille & de nouvelles Enigmes. CHANSON. Cessez de vous flatter d'une vaine esperance, Les charmes de l'Amour n'ont pour moy rien de doux, Rien ne pourra jamais ébranler ma constance, Je ne puis me resoudre à choisir un Epoux. RÉPONSE. Cessez de vous picquer d'une fausse constance, Si l'Amour à présent n'a pour vous rien de doux, Vous sentirez un jour l'effet de sa puissance, Il sçaura vous resoudre à choisir un Epoux. »;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;CHANSON;"circulation de la musique ; réponse ; sociabilité musicale ; parodie";;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ut mineur, ¢, 26 mesures, forme binaire. La réponse se chante sur le même air.;ut mineur;binaire;dialogue ;5 1723 223 171 77;;sol2;;;;;;;;
